"Step","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MIN","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MAX"
"1341","310899.1759737718","310899.1759737718","310899.1759737718"
"1343","308802.5349477588","308802.5349477588","308802.5349477588"
"1345","314368.56226895563","314368.56226895563","314368.56226895563"
"1347","308589.9475982746","308589.9475982746","308589.9475982746"
"1349","304823.80378561333","304823.80378561333","304823.80378561333"
"1351","313472.9665474384","313472.9665474384","313472.9665474384"
"1353","299451.9535348937","299451.9535348937","299451.9535348937"
"1355","303580.96035199356","303580.96035199356","303580.96035199356"
"1357","309258.7875346408","309258.7875346408","309258.7875346408"
"1359","309509.4949291918","309509.4949291918","309509.4949291918"
"1361","303111.9876709425","303111.9876709425","303111.9876709425"
"1363","317477.8524107643","317477.8524107643","317477.8524107643"
"1365","307603.6497503666","307603.6497503666","307603.6497503666"
"1367","308973.27624271903","308973.27624271903","308973.27624271903"
"1369","311290.9691269249","311290.9691269249","311290.9691269249"
"1371","306861.3805202973","306861.3805202973","306861.3805202973"
"1373","313793.71283672075","313793.71283672075","313793.71283672075"
"1375","318390.27336808934","318390.27336808934","318390.27336808934"
"1377","310736.28773813415","310736.28773813415","310736.28773813415"
"1379","301421.12371352734","301421.12371352734","301421.12371352734"
"1381","319382.659166049","319382.659166049","319382.659166049"
"1383","308346.8712489313","308346.8712489313","308346.8712489313"
"1385","304876.31574170274","304876.31574170274","304876.31574170274"
"1387","312376.299405233","312376.299405233","312376.299405233"
"1389","301296.0396291236","301296.0396291236","301296.0396291236"
"1391","309948.72962891083","309948.72962891083","309948.72962891083"
"1393","300993.0340351445","300993.0340351445","300993.0340351445"
"1395","315387.9317828911","315387.9317828911","315387.9317828911"
"1397","306037.1387166956","306037.1387166956","306037.1387166956"
"1399","306198.3360696565","306198.3360696565","306198.3360696565"
"1401","302045.81029090344","302045.81029090344","302045.81029090344"
"1403","306024.8901440269","306024.8901440269","306024.8901440269"
"1405","305777.02273753367","305777.02273753367","305777.02273753367"
"1407","310258.072452561","310258.072452561","310258.072452561"
"1409","304415.2985318318","304415.2985318318","304415.2985318318"
"1411","299618.6150263568","299618.6150263568","299618.6150263568"
"1413","304602.54188401345","304602.54188401345","304602.54188401345"
"1415","310337.80226234003","310337.80226234003","310337.80226234003"
"1417","304939.3253166339","304939.3253166339","304939.3253166339"
"1419","309334.7514335186","309334.7514335186","309334.7514335186"
"1421","305677.8710596943","305677.8710596943","305677.8710596943"
"1423","313212.62962154654","313212.62962154654","313212.62962154654"
"1425","303563.74461437616","303563.74461437616","303563.74461437616"
"1427","314373.5160402754","314373.5160402754","314373.5160402754"
"1429","312963.5520339954","312963.5520339954","312963.5520339954"
"1431","301563.3842245037","301563.3842245037","301563.3842245037"
"1433","298154.773579559","298154.773579559","298154.773579559"
"1435","310918.8729290532","310918.8729290532","310918.8729290532"
"1437","310587.41254254093","310587.41254254093","310587.41254254093"
"1439","308615.9594639137","308615.9594639137","308615.9594639137"
"1441","305322.16224395693","305322.16224395693","305322.16224395693"
"1443","305906.0502270893","305906.0502270893","305906.0502270893"
"1445","308489.5052367231","308489.5052367231","308489.5052367231"
"1447","316066.2458720142","316066.2458720142","316066.2458720142"
"1449","296519.5500304482","296519.5500304482","296519.5500304482"
"1451","306783.44261103676","306783.44261103676","306783.44261103676"
"1453","310145.236596871","310145.236596871","310145.236596871"
"1455","300121.8166677075","300121.8166677075","300121.8166677075"
"1457","304581.02620480204","304581.02620480204","304581.02620480204"
"1459","303354.673981062","303354.673981062","303354.673981062"
"1461","314461.9656755316","314461.9656755316","314461.9656755316"
"1463","315875.2848944848","315875.2848944848","315875.2848944848"
"1465","305529.05510691996","305529.05510691996","305529.05510691996"
"1467","299143.9062766035","299143.9062766035","299143.9062766035"
"1469","313600.1420378006","313600.1420378006","313600.1420378006"
"1471","312906.8794441426","312906.8794441426","312906.8794441426"
"1473","301709.97770179284","301709.97770179284","301709.97770179284"
"1475","302876.2516928261","302876.2516928261","302876.2516928261"
"1477","302613.92375054245","302613.92375054245","302613.92375054245"
"1479","297265.9032686407","297265.9032686407","297265.9032686407"
"1481","309156.5276652795","309156.5276652795","309156.5276652795"
"1483","305173.79165631335","305173.79165631335","305173.79165631335"
"1485","300198.55717819574","300198.55717819574","300198.55717819574"
"1487","313233.34345634986","313233.34345634986","313233.34345634986"
"1489","305856.12924127677","305856.12924127677","305856.12924127677"
"1491","308720.51885355526","308720.51885355526","308720.51885355526"
"1493","303303.5748879774","303303.5748879774","303303.5748879774"
"1495","309897.43088354345","309897.43088354345","309897.43088354345"
"1497","303415.38205456646","303415.38205456646","303415.38205456646"
"1499","306689.81778436876","306689.81778436876","306689.81778436876"
"1501","312184.45600244123","312184.45600244123","312184.45600244123"
"1503","313085.43016126513","313085.43016126513","313085.43016126513"
"1505","310147.2061261969","310147.2061261969","310147.2061261969"
"1507","320623.4890655362","320623.4890655362","320623.4890655362"
"1509","304713.65963546396","304713.65963546396","304713.65963546396"
"1511","305807.7844018067","305807.7844018067","305807.7844018067"
"1513","304449.57749344176","304449.57749344176","304449.57749344176"
"1515","310920.2911970697","310920.2911970697","310920.2911970697"
"1517","304728.55932902964","304728.55932902964","304728.55932902964"
"1519","304837.8698517286","304837.8698517286","304837.8698517286"
"1521","299844.6772590002","299844.6772590002","299844.6772590002"
"1523","305854.65859815787","305854.65859815787","305854.65859815787"
"1525","298366.61943271896","298366.61943271896","298366.61943271896"
"1527","309755.62072727614","309755.62072727614","309755.62072727614"
"1529","304680.16415418725","304680.16415418725","304680.16415418725"
"1531","308644.3414200767","308644.3414200767","308644.3414200767"
"1533","301484.31218242395","301484.31218242395","301484.31218242395"
"1535","316846.72750009946","316846.72750009946","316846.72750009946"
"1537","313499.23902976915","313499.23902976915","313499.23902976915"
"1539","314514.42137683847","314514.42137683847","314514.42137683847"
"1541","304552.7101727439","304552.7101727439","304552.7101727439"
"1543","291635.8401188886","291635.8401188886","291635.8401188886"
"1545","307010.96714836045","307010.96714836045","307010.96714836045"
"1547","307383.3692379816","307383.3692379816","307383.3692379816"
"1549","301878.4509685095","301878.4509685095","301878.4509685095"
"1551","304514.24704333866","304514.24704333866","304514.24704333866"
"1553","307155.07120846794","307155.07120846794","307155.07120846794"
"1555","305731.0927603754","305731.0927603754","305731.0927603754"
"1557","299254.8877400409","299254.8877400409","299254.8877400409"
"1559","304057.8537426133","304057.8537426133","304057.8537426133"
"1561","313046.147551326","313046.147551326","313046.147551326"
"1563","299452.79263904144","299452.79263904144","299452.79263904144"
"1565","305134.23878655815","305134.23878655815","305134.23878655815"
"1567","316901.6734239767","316901.6734239767","316901.6734239767"
"1569","313429.58743450366","313429.58743450366","313429.58743450366"
"1571","312482.89497775806","312482.89497775806","312482.89497775806"
"1573","304783.5756784106","304783.5756784106","304783.5756784106"
"1575","299706.39856164","299706.39856164","299706.39856164"
"1577","295499.17266438634","295499.17266438634","295499.17266438634"
"1579","293434.82707259926","293434.82707259926","293434.82707259926"
"1581","312883.7925348361","312883.7925348361","312883.7925348361"
"1583","304748.45278155734","304748.45278155734","304748.45278155734"
"1585","309671.7305448481","309671.7305448481","309671.7305448481"
"1587","307391.4404949781","307391.4404949781","307391.4404949781"
"1589","317048.6658028748","317048.6658028748","317048.6658028748"
"1591","313100.4069361932","313100.4069361932","313100.4069361932"
"1593","309997.691042646","309997.691042646","309997.691042646"
"1595","307162.27409779374","307162.27409779374","307162.27409779374"
"1597","304236.4018787723","304236.4018787723","304236.4018787723"
"1599","305721.2029959601","305721.2029959601","305721.2029959601"
"1601","309402.7474089109","309402.7474089109","309402.7474089109"
"1603","300059.8811093294","300059.8811093294","300059.8811093294"
"1605","312512.2347828484","312512.2347828484","312512.2347828484"
"1607","308243.8070042745","308243.8070042745","308243.8070042745"
"1609","311420.8447144812","311420.8447144812","311420.8447144812"
"1611","300690.3253756731","300690.3253756731","300690.3253756731"
"1613","308445.357152367","308445.357152367","308445.357152367"
"1615","319368.1061527254","319368.1061527254","319368.1061527254"
"1617","306347.16330795176","306347.16330795176","306347.16330795176"
"1619","312860.8489879819","312860.8489879819","312860.8489879819"
"1621","306708.05670117284","306708.05670117284","306708.05670117284"
"1623","303363.13529793563","303363.13529793563","303363.13529793563"
"1625","309486.31403611146","309486.31403611146","309486.31403611146"
"1627","297776.806042204","297776.806042204","297776.806042204"
"1629","301942.1731212346","301942.1731212346","301942.1731212346"
"1631","307932.57605307346","307932.57605307346","307932.57605307346"
"1633","304174.3087043131","304174.3087043131","304174.3087043131"
"1635","311076.5730459593","311076.5730459593","311076.5730459593"
"1637","304594.5850701179","304594.5850701179","304594.5850701179"
"1639","313010.5732771588","313010.5732771588","313010.5732771588"
"1641","308656.21874888445","308656.21874888445","308656.21874888445"
"1643","306374.8745149012","306374.8745149012","306374.8745149012"
"1645","299954.219217974","299954.219217974","299954.219217974"
"1647","298849.273643518","298849.273643518","298849.273643518"
"1649","311896.1202445462","311896.1202445462","311896.1202445462"
"1651","304826.4077927557","304826.4077927557","304826.4077927557"
"1653","305449.8243853409","305449.8243853409","305449.8243853409"
"1655","297689.0430640457","297689.0430640457","297689.0430640457"
"1657","313690.1345435132","313690.1345435132","313690.1345435132"
"1659","313083.08491114003","313083.08491114003","313083.08491114003"
"1661","310810.2318180531","310810.2318180531","310810.2318180531"
"1663","310300.3116962924","310300.3116962924","310300.3116962924"
"1665","308454.49674475676","308454.49674475676","308454.49674475676"
"1667","304593.8976947333","304593.8976947333","304593.8976947333"
"1669","309234.9607771171","309234.9607771171","309234.9607771171"
"1671","307094.1391493229","307094.1391493229","307094.1391493229"
"1673","299353.9237246499","299353.9237246499","299353.9237246499"
"1675","312071.63489450805","312071.63489450805","312071.63489450805"
"1677","299613.7577185072","299613.7577185072","299613.7577185072"
"1679","306049.89774473035","306049.89774473035","306049.89774473035"
"1681","310239.8987709854","310239.8987709854","310239.8987709854"
"1683","303234.6670959514","303234.6670959514","303234.6670959514"
"1685","310668.0954746092","310668.0954746092","310668.0954746092"
"1687","312845.25711690716","312845.25711690716","312845.25711690716"
"1689","309125.60807183624","309125.60807183624","309125.60807183624"
"1691","316910.20647657703","316910.20647657703","316910.20647657703"
"1693","293018.11284924194","293018.11284924194","293018.11284924194"
"1695","307668.57936254906","307668.57936254906","307668.57936254906"
"1697","317175.8473495578","317175.8473495578","317175.8473495578"
"1699","304649.16583478666","304649.16583478666","304649.16583478666"
"1701","304342.9471797738","304342.9471797738","304342.9471797738"
"1703","310040.90872537054","310040.90872537054","310040.90872537054"
"1705","305118.950491444","305118.950491444","305118.950491444"
"1707","317861.551263888","317861.551263888","317861.551263888"
"1709","308994.1178993863","308994.1178993863","308994.1178993863"
"1711","301913.2406223634","301913.2406223634","301913.2406223634"
"1713","320246.0297219307","320246.0297219307","320246.0297219307"
"1715","305277.7185920502","305277.7185920502","305277.7185920502"
"1717","302347.6001732548","302347.6001732548","302347.6001732548"
"1719","298636.9359800373","298636.9359800373","298636.9359800373"
"1721","307840.3203726973","307840.3203726973","307840.3203726973"
"1723","314726.41345861665","314726.41345861665","314726.41345861665"
"1725","301420.20473785035","301420.20473785035","301420.20473785035"
"1727","303217.3819663528","303217.3819663528","303217.3819663528"
"1729","309246.0587113151","309246.0587113151","309246.0587113151"
"1731","308330.35196962924","308330.35196962924","308330.35196962924"
"1733","298727.94890091405","298727.94890091405","298727.94890091405"
"1735","310094.9055965323","310094.9055965323","310094.9055965323"
"1737","306530.1407603469","306530.1407603469","306530.1407603469"
"1739","294382.07852876454","294382.07852876454","294382.07852876454"
"1741","306846.1124244251","306846.1124244251","306846.1124244251"
"1743","307821.1486820931","307821.1486820931","307821.1486820931"
"1745","312542.34119064256","312542.34119064256","312542.34119064256"
"1747","305999.82473882055","305999.82473882055","305999.82473882055"
"1749","306636.3808559337","306636.3808559337","306636.3808559337"
"1751","310741.90219575993","310741.90219575993","310741.90219575993"
"1753","313921.4621398413","313921.4621398413","313921.4621398413"
"1755","301928.1071289458","301928.1071289458","301928.1071289458"
"1757","309779.7794439932","309779.7794439932","309779.7794439932"
"1759","314984.4229083741","314984.4229083741","314984.4229083741"
"1761","306467.97572618024","306467.97572618024","306467.97572618024"
"1763","304046.1328297952","304046.1328297952","304046.1328297952"
"1765","297991.67246955103","297991.67246955103","297991.67246955103"
"1767","298625.47822736803","298625.47822736803","298625.47822736803"
"1769","299300.6644081779","299300.6644081779","299300.6644081779"
"1771","308239.09267136606","308239.09267136606","308239.09267136606"
"1773","315210.4285481425","315210.4285481425","315210.4285481425"
"1775","312619.4595223724","312619.4595223724","312619.4595223724"
"1777","304053.39600007405","304053.39600007405","304053.39600007405"
"1779","308051.0843826851","308051.0843826851","308051.0843826851"
"1781","303827.5204603574","303827.5204603574","303827.5204603574"
"1783","312418.40018851665","312418.40018851665","312418.40018851665"
"1785","315393.2494855115","315393.2494855115","315393.2494855115"
"1787","311628.754701503","311628.754701503","311628.754701503"
"1789","303936.48957892327","303936.48957892327","303936.48957892327"
"1791","296293.82002251386","296293.82002251386","296293.82002251386"
"1793","306946.04337829986","306946.04337829986","306946.04337829986"
"1795","306450.41326612065","306450.41326612065","306450.41326612065"
"1797","308719.65781477146","308719.65781477146","308719.65781477146"
"1799","306094.69229899044","306094.69229899044","306094.69229899044"
"1801","311615.4969756253","311615.4969756253","311615.4969756253"
"1803","310606.9568891972","310606.9568891972","310606.9568891972"
"1805","303170.4722334244","303170.4722334244","303170.4722334244"
"1807","303742.25706645404","303742.25706645404","303742.25706645404"
"1809","310758.09076826874","310758.09076826874","310758.09076826874"
"1811","309442.50502772094","309442.50502772094","309442.50502772094"
"1813","304645.3059459142","304645.3059459142","304645.3059459142"
"1815","295087.5684222512","295087.5684222512","295087.5684222512"
"1817","307140.18067965965","307140.18067965965","307140.18067965965"
"1819","308686.58737867064","308686.58737867064","308686.58737867064"
"1821","303839.1670552571","303839.1670552571","303839.1670552571"
"1823","307433.9755155979","307433.9755155979","307433.9755155979"
"1825","296567.2575711266","296567.2575711266","296567.2575711266"
"1827","300937.2694083537","300937.2694083537","300937.2694083537"
"1829","308139.6986159259","308139.6986159259","308139.6986159259"
"1831","308627.94821498473","308627.94821498473","308627.94821498473"
"1833","302411.70279058395","302411.70279058395","302411.70279058395"
"1835","307275.785833516","307275.785833516","307275.785833516"
"1837","298091.8834421536","298091.8834421536","298091.8834421536"
"1839","309375.88000242773","309375.88000242773","309375.88000242773"
"1841","300286.47219860647","300286.47219860647","300286.47219860647"
"1843","312140.58749235113","312140.58749235113","312140.58749235113"
"1845","309686.68598620116","309686.68598620116","309686.68598620116"
"1847","303233.64629552333","303233.64629552333","303233.64629552333"
"1849","309212.3786559794","309212.3786559794","309212.3786559794"
"1851","298194.701894451","298194.701894451","298194.701894451"
"1853","302438.99257437943","302438.99257437943","302438.99257437943"
"1855","305087.18474491243","305087.18474491243","305087.18474491243"
"1857","314841.98332839215","314841.98332839215","314841.98332839215"
"1859","301945.6319955843","301945.6319955843","301945.6319955843"
"1861","302562.40662728314","302562.40662728314","302562.40662728314"
"1863","301210.5489711764","301210.5489711764","301210.5489711764"
"1865","319093.0048912216","319093.0048912216","319093.0048912216"
"1867","311233.92482561216","311233.92482561216","311233.92482561216"
"1869","301975.2260614327","301975.2260614327","301975.2260614327"
"1871","309118.2027534984","309118.2027534984","309118.2027534984"
"1873","310981.9007635304","310981.9007635304","310981.9007635304"
"1875","310831.0440142922","310831.0440142922","310831.0440142922"
"1877","304669.4423535652","304669.4423535652","304669.4423535652"
"1879","306846.4833032959","306846.4833032959","306846.4833032959"
"1881","320063.86759276135","320063.86759276135","320063.86759276135"
"1883","306359.869001518","306359.869001518","306359.869001518"
"1885","304176.7521231959","304176.7521231959","304176.7521231959"
"1887","304219.116136741","304219.116136741","304219.116136741"
"1889","319351.13458978746","319351.13458978746","319351.13458978746"
"1891","311630.3931642513","311630.3931642513","311630.3931642513"
"1893","306705.0368765794","306705.0368765794","306705.0368765794"
"1895","312269.71596923977","312269.71596923977","312269.71596923977"
"1897","316360.6376538445","316360.6376538445","316360.6376538445"
"1899","306390.0833214646","306390.0833214646","306390.0833214646"
"1901","307448.3903249619","307448.3903249619","307448.3903249619"
"1903","316859.67168724","316859.67168724","316859.67168724"
"1905","302008.0547717621","302008.0547717621","302008.0547717621"
"1907","300397.9128343228","300397.9128343228","300397.9128343228"
"1909","304478.57322947285","304478.57322947285","304478.57322947285"
"1911","306360.0482838746","306360.0482838746","306360.0482838746"
"1913","303334.53570775216","303334.53570775216","303334.53570775216"
"1915","306612.05817238014","306612.05817238014","306612.05817238014"
"1917","310351.32048409106","310351.32048409106","310351.32048409106"
"1919","303884.1499512377","303884.1499512377","303884.1499512377"
"1921","301921.7880055516","301921.7880055516","301921.7880055516"
"1923","309896.1330380514","309896.1330380514","309896.1330380514"
"1925","314068.07211823075","314068.07211823075","314068.07211823075"
"1927","307971.6142454705","307971.6142454705","307971.6142454705"
"1929","307585.9155112916","307585.9155112916","307585.9155112916"
"1931","316859.8383609674","316859.8383609674","316859.8383609674"
"1933","303101.94136750133","303101.94136750133","303101.94136750133"
"1935","311413.88286151696","311413.88286151696","311413.88286151696"
"1937","305346.1638313149","305346.1638313149","305346.1638313149"
"1939","311393.5551723537","311393.5551723537","311393.5551723537"
"1941","307192.57103829365","307192.57103829365","307192.57103829365"
"1943","301982.6948570956","301982.6948570956","301982.6948570956"
"1945","317603.2179501674","317603.2179501674","317603.2179501674"
"1947","312211.57418068714","312211.57418068714","312211.57418068714"
"1949","306722.78502225684","306722.78502225684","306722.78502225684"
"1951","300162.5056112946","300162.5056112946","300162.5056112946"
"1953","313925.59600418096","313925.59600418096","313925.59600418096"
"1955","300835.0774227434","300835.0774227434","300835.0774227434"
"1957","320593.63680790004","320593.63680790004","320593.63680790004"
"1959","304310.82643414877","304310.82643414877","304310.82643414877"
"1961","307540.8375273602","307540.8375273602","307540.8375273602"
"1963","308739.4142661285","308739.4142661285","308739.4142661285"
"1965","318662.63707302004","318662.63707302004","318662.63707302004"
"1967","297187.77163417253","297187.77163417253","297187.77163417253"
"1969","310948.33545554517","310948.33545554517","310948.33545554517"
"1971","306140.66784786584","306140.66784786584","306140.66784786584"
"1973","309173.60109730694","309173.60109730694","309173.60109730694"
"1975","298626.8876114035","298626.8876114035","298626.8876114035"
"1977","306723.7934105433","306723.7934105433","306723.7934105433"
"1979","310183.4719564096","310183.4719564096","310183.4719564096"
"1981","312666.77916239423","312666.77916239423","312666.77916239423"
"1983","319774.4992702246","319774.4992702246","319774.4992702246"
"1985","311274.9731172966","311274.9731172966","311274.9731172966"
"1987","306425.160501741","306425.160501741","306425.160501741"
"1989","303515.5503173645","303515.5503173645","303515.5503173645"
"1991","300444.6630646913","300444.6630646913","300444.6630646913"
"1993","306786.28063084744","306786.28063084744","306786.28063084744"
"1995","303757.21373541077","303757.21373541077","303757.21373541077"
"1997","307316.0973852699","307316.0973852699","307316.0973852699"
"1999","317098.59270630515","317098.59270630515","317098.59270630515"
"2001","307002.758843052","307002.758843052","307002.758843052"
"2003","300791.13608272374","300791.13608272374","300791.13608272374"
"2005","306497.4208097753","306497.4208097753","306497.4208097753"
"2007","307808.7456436833","307808.7456436833","307808.7456436833"
"2009","296045.1501812799","296045.1501812799","296045.1501812799"
"2011","304749.7000918187","304749.7000918187","304749.7000918187"
"2013","312866.31425277074","312866.31425277074","312866.31425277074"
"2015","307442.17773486086","307442.17773486086","307442.17773486086"
"2017","300059.85482200625","300059.85482200625","300059.85482200625"
"2019","302497.57848034543","302497.57848034543","302497.57848034543"
"2021","303126.12284919113","303126.12284919113","303126.12284919113"
"2023","309367.7237211137","309367.7237211137","309367.7237211137"
"2025","300757.71598374896","300757.71598374896","300757.71598374896"
"2027","299790.2094883382","299790.2094883382","299790.2094883382"
"2029","304135.8527827597","304135.8527827597","304135.8527827597"
"2031","298281.1844593019","298281.1844593019","298281.1844593019"
"2033","316235.89260272996","316235.89260272996","316235.89260272996"
"2035","316054.8165784225","316054.8165784225","316054.8165784225"
"2037","305414.76022604166","305414.76022604166","305414.76022604166"
"2039","312082.6545479302","312082.6545479302","312082.6545479302"
"2041","307287.66507629474","307287.66507629474","307287.66507629474"
"2043","300753.27507585776","300753.27507585776","300753.27507585776"
"2045","308084.48156546714","308084.48156546714","308084.48156546714"
"2047","305511.63963296585","305511.63963296585","305511.63963296585"
"2049","303545.2196190493","303545.2196190493","303545.2196190493"
"2051","298478.52025754063","298478.52025754063","298478.52025754063"
"2053","309078.3690896523","309078.3690896523","309078.3690896523"
"2055","302583.67072657205","302583.67072657205","302583.67072657205"
"2057","304434.7908793353","304434.7908793353","304434.7908793353"
"2059","305440.98859069473","305440.98859069473","305440.98859069473"
"2061","314253.78029924905","314253.78029924905","314253.78029924905"
"2063","319545.81624309195","319545.81624309195","319545.81624309195"
"2065","306458.76987388637","306458.76987388637","306458.76987388637"
"2067","297279.20214915165","297279.20214915165","297279.20214915165"
"2069","304698.96816922625","304698.96816922625","304698.96816922625"
"2071","299010.61531889316","299010.61531889316","299010.61531889316"
"2073","308883.10414183635","308883.10414183635","308883.10414183635"
"2075","312020.75082496833","312020.75082496833","312020.75082496833"
"2077","300107.2262520049","300107.2262520049","300107.2262520049"
"2079","308589.1122270875","308589.1122270875","308589.1122270875"
"2081","302363.9703524984","302363.9703524984","302363.9703524984"
"2083","299415.2907487954","299415.2907487954","299415.2907487954"
"2085","305606.24989586615","305606.24989586615","305606.24989586615"
"2087","302175.79398729093","302175.79398729093","302175.79398729093"
"2089","306108.36108277563","306108.36108277563","306108.36108277563"
"2091","307083.8404642687","307083.8404642687","307083.8404642687"
"2093","311041.6888646406","311041.6888646406","311041.6888646406"
"2095","307848.4587664968","307848.4587664968","307848.4587664968"
"2097","308571.6171078274","308571.6171078274","308571.6171078274"
"2099","306113.24131227203","306113.24131227203","306113.24131227203"
"2101","305890.1506914747","305890.1506914747","305890.1506914747"
"2103","311632.84871366736","311632.84871366736","311632.84871366736"
"2105","305046.27283772564","305046.27283772564","305046.27283772564"
"2107","306251.02873354935","306251.02873354935","306251.02873354935"
"2109","299604.4939680614","299604.4939680614","299604.4939680614"
"2111","315249.02213579376","315249.02213579376","315249.02213579376"
"2113","311084.11163747363","311084.11163747363","311084.11163747363"
"2115","302272.5924861409","302272.5924861409","302272.5924861409"
"2117","309111.3208370421","309111.3208370421","309111.3208370421"
"2119","306987.42678375926","306987.42678375926","306987.42678375926"
"2121","308482.4468235469","308482.4468235469","308482.4468235469"
"2123","309526.2471789266","309526.2471789266","309526.2471789266"
"2125","312806.92318995716","312806.92318995716","312806.92318995716"
"2127","312086.0327879084","312086.0327879084","312086.0327879084"
"2129","294916.4322848841","294916.4322848841","294916.4322848841"
"2131","307098.9594431308","307098.9594431308","307098.9594431308"
"2133","299788.2967426112","299788.2967426112","299788.2967426112"
"2135","300625.26233843673","300625.26233843673","300625.26233843673"
"2137","302710.4383998934","302710.4383998934","302710.4383998934"
"2139","310107.3434982856","310107.3434982856","310107.3434982856"
"2141","311803.4590760521","311803.4590760521","311803.4590760521"
"2143","304236.9931917557","304236.9931917557","304236.9931917557"
"2145","297561.78376106115","297561.78376106115","297561.78376106115"
"2147","299166.5284375959","299166.5284375959","299166.5284375959"
"2149","308553.52391705127","308553.52391705127","308553.52391705127"
"2151","300317.6914255172","300317.6914255172","300317.6914255172"
"2153","314841.6716957286","314841.6716957286","314841.6716957286"
"2155","310728.68330171215","310728.68330171215","310728.68330171215"
"2157","310900.61592353793","310900.61592353793","310900.61592353793"
"2159","305781.86617532006","305781.86617532006","305781.86617532006"
"2161","316434.09025293123","316434.09025293123","316434.09025293123"
"2163","312732.692681319","312732.692681319","312732.692681319"
"2165","298537.5149381955","298537.5149381955","298537.5149381955"
"2167","308366.09865106555","308366.09865106555","308366.09865106555"
"2169","310872.0335396191","310872.0335396191","310872.0335396191"
"2171","302872.0292398194","302872.0292398194","302872.0292398194"
"2173","303450.5889922036","303450.5889922036","303450.5889922036"
"2175","306299.85929545946","306299.85929545946","306299.85929545946"
"2177","309532.3511310687","309532.3511310687","309532.3511310687"
"2179","309334.5205688111","309334.5205688111","309334.5205688111"
"2181","306039.97647212236","306039.97647212236","306039.97647212236"
"2183","303186.8960833249","303186.8960833249","303186.8960833249"
"2185","300704.37330328417","300704.37330328417","300704.37330328417"
"2187","305620.6044758186","305620.6044758186","305620.6044758186"
"2189","313536.8688431791","313536.8688431791","313536.8688431791"
"2191","301710.0633289775","301710.0633289775","301710.0633289775"
"2193","305681.2452273189","305681.2452273189","305681.2452273189"
"2195","309583.6415872579","309583.6415872579","309583.6415872579"
"2197","301722.85580360214","301722.85580360214","301722.85580360214"
"2199","302943.4445013604","302943.4445013604","302943.4445013604"
"2201","303573.664360561","303573.664360561","303573.664360561"
"2203","311316.56813190505","311316.56813190505","311316.56813190505"
"2205","310461.1448663618","310461.1448663618","310461.1448663618"
"2207","306435.0255103787","306435.0255103787","306435.0255103787"
"2209","301085.1360990139","301085.1360990139","301085.1360990139"
"2211","311853.2668101225","311853.2668101225","311853.2668101225"
"2213","308810.5794730532","308810.5794730532","308810.5794730532"
"2215","303165.0557348383","303165.0557348383","303165.0557348383"
"2217","306469.03131101135","306469.03131101135","306469.03131101135"
"2219","312783.87614135747","312783.87614135747","312783.87614135747"
"2221","306138.1939501503","306138.1939501503","306138.1939501503"
"2223","309800.99037654285","309800.99037654285","309800.99037654285"
"2225","297338.5441839577","297338.5441839577","297338.5441839577"
"2227","304536.0546891945","304536.0546891945","304536.0546891945"
"2229","310899.8673730821","310899.8673730821","310899.8673730821"
"2231","307595.0891777206","307595.0891777206","307595.0891777206"
"2233","310272.2827403349","310272.2827403349","310272.2827403349"
"2235","308519.96911690116","308519.96911690116","308519.96911690116"
"2237","300931.71217838954","300931.71217838954","300931.71217838954"
"2239","303415.0602799414","303415.0602799414","303415.0602799414"
"2241","300458.5168168464","300458.5168168464","300458.5168168464"
"2243","302488.7375325919","302488.7375325919","302488.7375325919"
"2245","315397.5010598981","315397.5010598981","315397.5010598981"
"2247","308904.0909172656","308904.0909172656","308904.0909172656"
"2249","313328.7032003376","313328.7032003376","313328.7032003376"
"2251","301624.02995801053","301624.02995801053","301624.02995801053"
"2253","305014.00849992124","305014.00849992124","305014.00849992124"
"2255","304484.34493772977","304484.34493772977","304484.34493772977"
"2257","308776.914061218","308776.914061218","308776.914061218"
"2259","313104.3484551636","313104.3484551636","313104.3484551636"
"2261","304724.27795083344","304724.27795083344","304724.27795083344"
"2263","307760.3191140726","307760.3191140726","307760.3191140726"
"2265","301495.882557319","301495.882557319","301495.882557319"
"2267","317275.06693269924","317275.06693269924","317275.06693269924"
"2269","305510.36297032994","305510.36297032994","305510.36297032994"
"2271","308041.3076749738","308041.3076749738","308041.3076749738"
"2273","307202.21015259536","307202.21015259536","307202.21015259536"
"2275","299917.50537534844","299917.50537534844","299917.50537534844"
"2277","310993.30569611024","310993.30569611024","310993.30569611024"
"2279","305720.25655592105","305720.25655592105","305720.25655592105"
"2281","312730.25724336295","312730.25724336295","312730.25724336295"
"2283","300886.62421423825","300886.62421423825","300886.62421423825"
"2285","306104.73973970674","306104.73973970674","306104.73973970674"
"2287","307990.42626762023","307990.42626762023","307990.42626762023"
"2289","306935.4125962147","306935.4125962147","306935.4125962147"
"2291","299063.5351399538","299063.5351399538","299063.5351399538"
"2293","302650.5524348878","302650.5524348878","302650.5524348878"
"2295","316415.68631547084","316415.68631547084","316415.68631547084"
"2297","307228.7259730528","307228.7259730528","307228.7259730528"
"2299","302584.0573076797","302584.0573076797","302584.0573076797"
