"Step","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MIN","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MAX"
"3447","298275.4537998112","298275.4537998112","298275.4537998112"
"3449","301934.1882983799","301934.1882983799","301934.1882983799"
"3451","302606.86821847","302606.86821847","302606.86821847"
"3453","295941.6878514878","295941.6878514878","295941.6878514878"
"3455","301459.8491648332","301459.8491648332","301459.8491648332"
"3457","304334.0867523581","304334.0867523581","304334.0867523581"
"3459","307513.55617473414","307513.55617473414","307513.55617473414"
"3461","305512.4948856261","305512.4948856261","305512.4948856261"
"3463","314618.0249865199","314618.0249865199","314618.0249865199"
"3465","298053.75864253205","298053.75864253205","298053.75864253205"
"3467","310420.36513363017","310420.36513363017","310420.36513363017"
"3469","300784.2510051498","300784.2510051498","300784.2510051498"
"3471","300059.3911467876","300059.3911467876","300059.3911467876"
"3473","303868.0998275636","303868.0998275636","303868.0998275636"
"3475","305683.77518994425","305683.77518994425","305683.77518994425"
"3477","301055.6025922501","301055.6025922501","301055.6025922501"
"3479","301977.9015153156","301977.9015153156","301977.9015153156"
"3481","310008.3119526933","310008.3119526933","310008.3119526933"
"3483","310570.8010180606","310570.8010180606","310570.8010180606"
"3485","322803.2190247784","322803.2190247784","322803.2190247784"
"3487","305845.79937155364","305845.79937155364","305845.79937155364"
"3489","305707.6427347858","305707.6427347858","305707.6427347858"
"3491","303905.09301600757","303905.09301600757","303905.09301600757"
"3493","307315.77677042707","307315.77677042707","307315.77677042707"
"3495","309318.14501533867","309318.14501533867","309318.14501533867"
"3497","300250.70609139226","300250.70609139226","300250.70609139226"
"3499","306690.2380651316","306690.2380651316","306690.2380651316"
"3501","303786.1365524217","303786.1365524217","303786.1365524217"
"3503","308521.3625992124","308521.3625992124","308521.3625992124"
"3505","304207.6158550895","304207.6158550895","304207.6158550895"
"3507","295209.74497816485","295209.74497816485","295209.74497816485"
"3509","303281.54881826474","303281.54881826474","303281.54881826474"
"3511","309501.876535234","309501.876535234","309501.876535234"
"3513","316992.321708412","316992.321708412","316992.321708412"
"3515","301178.3970751024","301178.3970751024","301178.3970751024"
"3517","307676.77366528806","307676.77366528806","307676.77366528806"
"3519","305976.9728071834","305976.9728071834","305976.9728071834"
"3521","297396.9278553019","297396.9278553019","297396.9278553019"
"3523","302349.94984128344","302349.94984128344","302349.94984128344"
"3525","303767.01422129764","303767.01422129764","303767.01422129764"
"3527","303843.3984018742","303843.3984018742","303843.3984018742"
"3529","303477.2796531896","303477.2796531896","303477.2796531896"
"3531","297191.47356732015","297191.47356732015","297191.47356732015"
"3533","300151.6017114357","300151.6017114357","300151.6017114357"
"3535","317620.4891470432","317620.4891470432","317620.4891470432"
"3537","302168.00441867043","302168.00441867043","302168.00441867043"
"3539","306270.6746263762","306270.6746263762","306270.6746263762"
"3541","308491.8503444366","308491.8503444366","308491.8503444366"
"3543","304041.8871555951","304041.8871555951","304041.8871555951"
"3545","305641.20472569333","305641.20472569333","305641.20472569333"
"3547","306379.7327192616","306379.7327192616","306379.7327192616"
"3549","299007.8625865894","299007.8625865894","299007.8625865894"
"3551","312357.6816371884","312357.6816371884","312357.6816371884"
"3553","304839.60777767893","304839.60777767893","304839.60777767893"
"3555","309942.6119038721","309942.6119038721","309942.6119038721"
"3557","314447.5803024031","314447.5803024031","314447.5803024031"
"3559","308987.0574703985","308987.0574703985","308987.0574703985"
"3561","306778.1406027474","306778.1406027474","306778.1406027474"
"3563","303677.50535853265","303677.50535853265","303677.50535853265"
"3565","296918.0624674575","296918.0624674575","296918.0624674575"
"3567","299996.8498685409","299996.8498685409","299996.8498685409"
"3569","303465.31391330145","303465.31391330145","303465.31391330145"
"3571","302918.5437712069","302918.5437712069","302918.5437712069"
"3573","312131.1672909255","312131.1672909255","312131.1672909255"
"3575","306982.47354108084","306982.47354108084","306982.47354108084"
"3577","299786.49926042504","299786.49926042504","299786.49926042504"
"3579","304070.6501541287","304070.6501541287","304070.6501541287"
"3581","297585.74415474787","297585.74415474787","297585.74415474787"
"3583","306655.454185608","306655.454185608","306655.454185608"
"3585","299394.5642025894","299394.5642025894","299394.5642025894"
"3587","310698.0316781424","310698.0316781424","310698.0316781424"
"3589","304922.4111511461","304922.4111511461","304922.4111511461"
"3591","303794.2249150286","303794.2249150286","303794.2249150286"
"3593","309525.8324387179","309525.8324387179","309525.8324387179"
"3595","308404.75484573276","308404.75484573276","308404.75484573276"
"3597","301399.9393338888","301399.9393338888","301399.9393338888"
"3599","301714.0002026036","301714.0002026036","301714.0002026036"
"3601","309720.72149238613","309720.72149238613","309720.72149238613"
"3603","301447.37135601416","301447.37135601416","301447.37135601416"
"3605","310233.32003798016","310233.32003798016","310233.32003798016"
"3607","307908.09972821584","307908.09972821584","307908.09972821584"
"3609","301781.64195576427","301781.64195576427","301781.64195576427"
"3611","292669.68648595124","292669.68648595124","292669.68648595124"
"3613","303240.0942592307","303240.0942592307","303240.0942592307"
"3615","300213.4916688769","300213.4916688769","300213.4916688769"
"3617","302679.27505765896","302679.27505765896","302679.27505765896"
"3619","297534.9268586227","297534.9268586227","297534.9268586227"
"3621","300365.51934274996","300365.51934274996","300365.51934274996"
"3623","307579.0938843765","307579.0938843765","307579.0938843765"
"3625","297805.72973630554","297805.72973630554","297805.72973630554"
"3627","305862.2533725213","305862.2533725213","305862.2533725213"
"3629","310708.95983145986","310708.95983145986","310708.95983145986"
"3631","296593.3739989732","296593.3739989732","296593.3739989732"
"3633","317229.7364637553","317229.7364637553","317229.7364637553"
"3635","308557.8707087432","308557.8707087432","308557.8707087432"
"3637","303746.11591453635","303746.11591453635","303746.11591453635"
"3639","310392.08009850787","310392.08009850787","310392.08009850787"
"3641","302575.4205583202","302575.4205583202","302575.4205583202"
"3643","298969.30261244194","298969.30261244194","298969.30261244194"
"3645","302185.01362397394","302185.01362397394","302185.01362397394"
"3647","304339.6177845056","304339.6177845056","304339.6177845056"
"3649","312390.1847078305","312390.1847078305","312390.1847078305"
"3651","306471.58936805656","306471.58936805656","306471.58936805656"
"3653","303976.2127067291","303976.2127067291","303976.2127067291"
"3655","305195.95515657275","305195.95515657275","305195.95515657275"
"3657","300284.865767141","300284.865767141","300284.865767141"
"3659","310895.6222144097","310895.6222144097","310895.6222144097"
"3661","301239.6411558338","301239.6411558338","301239.6411558338"
"3663","308167.0090359147","308167.0090359147","308167.0090359147"
"3665","302792.1656900165","302792.1656900165","302792.1656900165"
"3667","310512.3712599715","310512.3712599715","310512.3712599715"
"3669","302860.90302522003","302860.90302522003","302860.90302522003"
"3671","318734.16528707626","318734.16528707626","318734.16528707626"
"3673","303789.6611417104","303789.6611417104","303789.6611417104"
"3675","312706.54723191954","312706.54723191954","312706.54723191954"
"3677","306999.9731784647","306999.9731784647","306999.9731784647"
"3679","295483.3505362879","295483.3505362879","295483.3505362879"
"3681","300721.30432336126","300721.30432336126","300721.30432336126"
"3683","295862.2090962036","295862.2090962036","295862.2090962036"
"3685","313719.83691127534","313719.83691127534","313719.83691127534"
"3687","304549.6039015093","304549.6039015093","304549.6039015093"
"3689","311168.7391215836","311168.7391215836","311168.7391215836"
"3691","300285.72192664654","300285.72192664654","300285.72192664654"
"3693","307392.40384580847","307392.40384580847","307392.40384580847"
"3695","301857.78950082854","301857.78950082854","301857.78950082854"
"3697","315571.9961965453","315571.9961965453","315571.9961965453"
"3699","294645.4830860366","294645.4830860366","294645.4830860366"
"3701","306271.3930284123","306271.3930284123","306271.3930284123"
"3703","297868.13207539264","297868.13207539264","297868.13207539264"
"3705","305300.67609912326","305300.67609912326","305300.67609912326"
"3707","315825.1270019525","315825.1270019525","315825.1270019525"
"3709","306066.0350336061","306066.0350336061","306066.0350336061"
"3711","303865.5421938775","303865.5421938775","303865.5421938775"
"3713","306038.0937330168","306038.0937330168","306038.0937330168"
"3715","305088.81123717973","305088.81123717973","305088.81123717973"
"3717","299654.0423119915","299654.0423119915","299654.0423119915"
"3719","300848.75509125687","300848.75509125687","300848.75509125687"
"3721","303177.3968454187","303177.3968454187","303177.3968454187"
"3723","302286.11663884565","302286.11663884565","302286.11663884565"
"3725","306894.2136281867","306894.2136281867","306894.2136281867"
"3727","308489.420026006","308489.420026006","308489.420026006"
"3729","304734.1289563924","304734.1289563924","304734.1289563924"
"3731","300237.83601840417","300237.83601840417","300237.83601840417"
"3733","300527.2915666727","300527.2915666727","300527.2915666727"
"3735","305561.42920024984","305561.42920024984","305561.42920024984"
"3737","307100.76966025407","307100.76966025407","307100.76966025407"
"3739","313193.33389518445","313193.33389518445","313193.33389518445"
"3741","298428.5833632746","298428.5833632746","298428.5833632746"
"3743","303568.2915295784","303568.2915295784","303568.2915295784"
"3745","299706.6119316015","299706.6119316015","299706.6119316015"
"3747","308947.1104810324","308947.1104810324","308947.1104810324"
"3749","306275.5772587274","306275.5772587274","306275.5772587274"
"3751","314612.13018547173","314612.13018547173","314612.13018547173"
"3753","296036.93177663797","296036.93177663797","296036.93177663797"
"3755","300504.63853319315","300504.63853319315","300504.63853319315"
"3757","315101.18364318146","315101.18364318146","315101.18364318146"
"3759","305505.05584139243","305505.05584139243","305505.05584139243"
"3761","302911.18863845937","302911.18863845937","302911.18863845937"
"3763","304514.98056702607","304514.98056702607","304514.98056702607"
"3765","307747.8926034641","307747.8926034641","307747.8926034641"
"3767","304277.16917499364","304277.16917499364","304277.16917499364"
"3769","315862.9900329713","315862.9900329713","315862.9900329713"
"3771","313423.1799857591","313423.1799857591","313423.1799857591"
"3773","308814.8693881427","308814.8693881427","308814.8693881427"
"3775","301415.6358462158","301415.6358462158","301415.6358462158"
"3777","302056.87348678435","302056.87348678435","302056.87348678435"
"3779","304997.9638154047","304997.9638154047","304997.9638154047"
"3781","304927.06882067287","304927.06882067287","304927.06882067287"
"3783","309592.29021137836","309592.29021137836","309592.29021137836"
"3785","300342.55887483264","300342.55887483264","300342.55887483264"
"3787","300475.36369926616","300475.36369926616","300475.36369926616"
"3789","303853.4768288399","303853.4768288399","303853.4768288399"
"3791","305968.28070346796","305968.28070346796","305968.28070346796"
"3793","304616.8065012569","304616.8065012569","304616.8065012569"
"3795","305130.9073788341","305130.9073788341","305130.9073788341"
"3797","301817.13192061655","301817.13192061655","301817.13192061655"
"3799","308745.8012694639","308745.8012694639","308745.8012694639"
"3801","311386.01380904304","311386.01380904304","311386.01380904304"
"3803","309158.3849308076","309158.3849308076","309158.3849308076"
"3805","306959.8010549154","306959.8010549154","306959.8010549154"
"3807","311822.0360654558","311822.0360654558","311822.0360654558"
"3809","301834.76599091646","301834.76599091646","301834.76599091646"
"3811","311194.979489636","311194.979489636","311194.979489636"
"3813","303079.0301226662","303079.0301226662","303079.0301226662"
"3815","313420.08093302697","313420.08093302697","313420.08093302697"
"3817","306707.7961677009","306707.7961677009","306707.7961677009"
"3819","296293.78002521343","296293.78002521343","296293.78002521343"
"3821","318186.3181459081","318186.3181459081","318186.3181459081"
"3823","310088.03867530107","310088.03867530107","310088.03867530107"
"3825","308587.8892569865","308587.8892569865","308587.8892569865"
"3827","306260.250298167","306260.250298167","306260.250298167"
"3829","301843.9145890947","301843.9145890947","301843.9145890947"
"3831","304635.5791543379","304635.5791543379","304635.5791543379"
"3833","302308.060532292","302308.060532292","302308.060532292"
"3835","310754.1499376587","310754.1499376587","310754.1499376587"
"3837","309868.18868048076","309868.18868048076","309868.18868048076"
"3839","305455.1643237772","305455.1643237772","305455.1643237772"
"3841","315047.895966842","315047.895966842","315047.895966842"
"3843","310241.2096053046","310241.2096053046","310241.2096053046"
"3845","301172.6760356046","301172.6760356046","301172.6760356046"
"3847","298638.26886039245","298638.26886039245","298638.26886039245"
"3849","303652.3182851826","303652.3182851826","303652.3182851826"
"3851","298097.1679661319","298097.1679661319","298097.1679661319"
"3853","308609.1845851879","308609.1845851879","308609.1845851879"
"3855","307065.559598682","307065.559598682","307065.559598682"
"3857","298891.3044523205","298891.3044523205","298891.3044523205"
"3859","313246.9318321911","313246.9318321911","313246.9318321911"
"3861","313153.6978541126","313153.6978541126","313153.6978541126"
"3863","309108.20793310174","309108.20793310174","309108.20793310174"
"3865","306407.4858303077","306407.4858303077","306407.4858303077"
"3867","305672.3143659688","305672.3143659688","305672.3143659688"
"3869","310938.72649429395","310938.72649429395","310938.72649429395"
"3871","299135.3713487254","299135.3713487254","299135.3713487254"
"3873","307314.6558374236","307314.6558374236","307314.6558374236"
"3875","306455.41422792355","306455.41422792355","306455.41422792355"
"3877","304607.1123619507","304607.1123619507","304607.1123619507"
"3879","301409.1384030061","301409.1384030061","301409.1384030061"
"3881","304580.24958332494","304580.24958332494","304580.24958332494"
"3883","307003.4082495985","307003.4082495985","307003.4082495985"
"3885","303552.10408747377","303552.10408747377","303552.10408747377"
"3887","292321.89531745284","292321.89531745284","292321.89531745284"
"3889","303082.53974618623","303082.53974618623","303082.53974618623"
"3891","309122.9292044064","309122.9292044064","309122.9292044064"
"3893","309849.15994919016","309849.15994919016","309849.15994919016"
"3895","306112.13653967157","306112.13653967157","306112.13653967157"
"3897","294777.746748922","294777.746748922","294777.746748922"
"3899","297876.4617082166","297876.4617082166","297876.4617082166"
"3901","308525.6533700176","308525.6533700176","308525.6533700176"
"3903","308914.8029949697","308914.8029949697","308914.8029949697"
"3905","311637.77138028503","311637.77138028503","311637.77138028503"
"3907","319711.8284365556","319711.8284365556","319711.8284365556"
"3909","311724.8315408213","311724.8315408213","311724.8315408213"
"3911","309580.8171236338","309580.8171236338","309580.8171236338"
"3913","314562.3129921692","314562.3129921692","314562.3129921692"
"3915","308445.84780895215","308445.84780895215","308445.84780895215"
"3917","301264.3486157973","301264.3486157973","301264.3486157973"
"3919","300226.1982770542","300226.1982770542","300226.1982770542"
"3921","312949.27163064195","312949.27163064195","312949.27163064195"
"3923","303562.455659262","303562.455659262","303562.455659262"
"3925","296289.77454478806","296289.77454478806","296289.77454478806"
"3927","310468.1436110227","310468.1436110227","310468.1436110227"
"3929","300567.3305401496","300567.3305401496","300567.3305401496"
"3931","303126.06458848197","303126.06458848197","303126.06458848197"
"3933","300253.66612932994","300253.66612932994","300253.66612932994"
"3935","307942.8610599959","307942.8610599959","307942.8610599959"
"3937","308704.2723657654","308704.2723657654","308704.2723657654"
"3939","313728.901960001","313728.901960001","313728.901960001"
"3941","304675.11735408293","304675.11735408293","304675.11735408293"
"3943","307650.0871284151","307650.0871284151","307650.0871284151"
"3945","306694.055968156","306694.055968156","306694.055968156"
"3947","311295.8648323186","311295.8648323186","311295.8648323186"
"3949","312353.7017576058","312353.7017576058","312353.7017576058"
"3951","309873.3794732431","309873.3794732431","309873.3794732431"
"3953","304779.71475649986","304779.71475649986","304779.71475649986"
"3955","303425.3016785474","303425.3016785474","303425.3016785474"
"3957","310360.5882363378","310360.5882363378","310360.5882363378"
"3959","306845.2544448068","306845.2544448068","306845.2544448068"
"3961","309233.31635670556","309233.31635670556","309233.31635670556"
"3963","299747.11193939345","299747.11193939345","299747.11193939345"
"3965","304543.9854660792","304543.9854660792","304543.9854660792"
"3967","312810.39170161844","312810.39170161844","312810.39170161844"
"3969","314167.37868304906","314167.37868304906","314167.37868304906"
"3971","312330.09969650675","312330.09969650675","312330.09969650675"
"3973","305797.39289600094","305797.39289600094","305797.39289600094"
"3975","298808.7018454091","298808.7018454091","298808.7018454091"
"3977","310409.3108927907","310409.3108927907","310409.3108927907"
"3979","298554.2428282161","298554.2428282161","298554.2428282161"
"3981","299766.3695617253","299766.3695617253","299766.3695617253"
"3983","311705.42278910824","311705.42278910824","311705.42278910824"
"3985","316046.8615796507","316046.8615796507","316046.8615796507"
"3987","298996.95359596","298996.95359596","298996.95359596"
"3989","299990.1890138388","299990.1890138388","299990.1890138388"
"3991","309911.3017169967","309911.3017169967","309911.3017169967"
"3993","304617.47222416213","304617.47222416213","304617.47222416213"
"3995","307479.3220289337","307479.3220289337","307479.3220289337"
"3997","303474.72117416345","303474.72117416345","303474.72117416345"
"3999","304084.5616517664","304084.5616517664","304084.5616517664"
"4001","309754.420361986","309754.420361986","309754.420361986"
"4003","309793.00425591506","309793.00425591506","309793.00425591506"
"4005","298461.2163444313","298461.2163444313","298461.2163444313"
"4007","303765.5328720016","303765.5328720016","303765.5328720016"
"4009","315961.45170817757","315961.45170817757","315961.45170817757"
"4011","303437.30253007397","303437.30253007397","303437.30253007397"
"4013","301295.81057943637","301295.81057943637","301295.81057943637"
"4015","296285.6858261946","296285.6858261946","296285.6858261946"
"4017","295484.5115746344","295484.5115746344","295484.5115746344"
"4019","302936.85339272127","302936.85339272127","302936.85339272127"
"4021","304369.1432229377","304369.1432229377","304369.1432229377"
"4023","299208.4064472253","299208.4064472253","299208.4064472253"
"4025","299057.5866858756","299057.5866858756","299057.5866858756"
"4027","299448.97495602776","299448.97495602776","299448.97495602776"
"4029","307874.5261488045","307874.5261488045","307874.5261488045"
"4031","303740.60343263135","303740.60343263135","303740.60343263135"
"4033","309950.4087850082","309950.4087850082","309950.4087850082"
"4035","305262.18418972223","305262.18418972223","305262.18418972223"
"4037","303327.09590758575","303327.09590758575","303327.09590758575"
"4039","310205.3449934361","310205.3449934361","310205.3449934361"
"4041","309818.01357878896","309818.01357878896","309818.01357878896"
"4043","306786.4547621955","306786.4547621955","306786.4547621955"
"4045","298258.1349131419","298258.1349131419","298258.1349131419"
"4047","317393.3136025611","317393.3136025611","317393.3136025611"
"4049","306269.1034415844","306269.1034415844","306269.1034415844"
"4051","298275.15776276117","298275.15776276117","298275.15776276117"
"4053","299042.1175941091","299042.1175941091","299042.1175941091"
"4055","302392.3140156056","302392.3140156056","302392.3140156056"
"4057","315884.49928747106","315884.49928747106","315884.49928747106"
"4059","309052.8185449308","309052.8185449308","309052.8185449308"
"4061","303661.0542070039","303661.0542070039","303661.0542070039"
"4063","293767.3652388264","293767.3652388264","293767.3652388264"
"4065","303582.63490545563","303582.63490545563","303582.63490545563"
"4067","307442.4269115725","307442.4269115725","307442.4269115725"
"4069","312309.0836584088","312309.0836584088","312309.0836584088"
"4071","313384.22586238297","313384.22586238297","313384.22586238297"
"4073","304217.16076179553","304217.16076179553","304217.16076179553"
"4075","308695.56757409737","308695.56757409737","308695.56757409737"
"4077","309583.82393767353","309583.82393767353","309583.82393767353"
"4079","305404.67786305613","305404.67786305613","305404.67786305613"
"4081","308152.2084636306","308152.2084636306","308152.2084636306"
"4083","305974.5169339226","305974.5169339226","305974.5169339226"
"4085","310044.5631001188","310044.5631001188","310044.5631001188"
"4087","308611.928029161","308611.928029161","308611.928029161"
"4089","302625.9403087391","302625.9403087391","302625.9403087391"
"4091","312927.4034547393","312927.4034547393","312927.4034547393"
"4093","296088.9020340512","296088.9020340512","296088.9020340512"
"4095","298182.06641052646","298182.06641052646","298182.06641052646"
"4097","302211.20061790716","302211.20061790716","302211.20061790716"
"4099","301263.68261812144","301263.68261812144","301263.68261812144"
"4101","304355.5699621187","304355.5699621187","304355.5699621187"
"4103","309001.5617281881","309001.5617281881","309001.5617281881"
"4105","306646.1578189605","306646.1578189605","306646.1578189605"
"4107","304947.4003387677","304947.4003387677","304947.4003387677"
"4109","310560.86155880836","310560.86155880836","310560.86155880836"
"4111","295304.49078016216","295304.49078016216","295304.49078016216"
"4113","295193.19459260104","295193.19459260104","295193.19459260104"
"4115","307451.99365025625","307451.99365025625","307451.99365025625"
"4117","301294.87729716924","301294.87729716924","301294.87729716924"
"4119","302244.2015690339","302244.2015690339","302244.2015690339"
"4121","306630.35949500144","306630.35949500144","306630.35949500144"
"4123","306407.8103809476","306407.8103809476","306407.8103809476"
"4125","303031.8392790667","303031.8392790667","303031.8392790667"
"4127","306355.1525359704","306355.1525359704","306355.1525359704"
"4129","302941.49317836476","302941.49317836476","302941.49317836476"
"4131","304841.8187886699","304841.8187886699","304841.8187886699"
"4133","307342.9422050295","307342.9422050295","307342.9422050295"
"4135","306617.6990483344","306617.6990483344","306617.6990483344"
"4137","308705.4450644609","308705.4450644609","308705.4450644609"
"4139","308600.40800498705","308600.40800498705","308600.40800498705"
"4141","305918.33918084786","305918.33918084786","305918.33918084786"
"4143","311212.8425060272","311212.8425060272","311212.8425060272"
"4145","309306.4216837115","309306.4216837115","309306.4216837115"
"4147","304406.1240599732","304406.1240599732","304406.1240599732"
"4149","305682.7780422412","305682.7780422412","305682.7780422412"
"4151","309302.2742935811","309302.2742935811","309302.2742935811"
"4153","306877.55817677424","306877.55817677424","306877.55817677424"
"4155","303706.34926347586","303706.34926347586","303706.34926347586"
"4157","306727.505012955","306727.505012955","306727.505012955"
"4159","309603.48247417907","309603.48247417907","309603.48247417907"
"4161","298782.6490172996","298782.6490172996","298782.6490172996"
"4163","307074.8475200375","307074.8475200375","307074.8475200375"
"4165","299415.24583402433","299415.24583402433","299415.24583402433"
"4167","298748.20463637146","298748.20463637146","298748.20463637146"
"4169","310098.13968569966","310098.13968569966","310098.13968569966"
"4171","297987.98792030086","297987.98792030086","297987.98792030086"
"4173","311008.12745139597","311008.12745139597","311008.12745139597"
"4175","294371.7106963743","294371.7106963743","294371.7106963743"
"4177","302194.2918906243","302194.2918906243","302194.2918906243"
"4179","303970.11463577655","303970.11463577655","303970.11463577655"
"4181","310261.0196205597","310261.0196205597","310261.0196205597"
"4183","310685.99798846885","310685.99798846885","310685.99798846885"
"4185","305869.87221435027","305869.87221435027","305869.87221435027"
"4187","298775.495302964","298775.495302964","298775.495302964"
"4189","302821.7303928979","302821.7303928979","302821.7303928979"
"4191","312485.0188974884","312485.0188974884","312485.0188974884"
"4193","298022.8253335441","298022.8253335441","298022.8253335441"
"4195","305539.4270650214","305539.4270650214","305539.4270650214"
"4197","306954.4940285305","306954.4940285305","306954.4940285305"
"4199","308258.60753337067","308258.60753337067","308258.60753337067"
"4201","310173.0705346967","310173.0705346967","310173.0705346967"
"4203","303803.1918753073","303803.1918753073","303803.1918753073"
"4205","308828.7407446678","308828.7407446678","308828.7407446678"
"4207","306258.77350461856","306258.77350461856","306258.77350461856"
"4209","302290.9174461282","302290.9174461282","302290.9174461282"
"4211","305297.54712782823","305297.54712782823","305297.54712782823"
"4213","299433.70870342106","299433.70870342106","299433.70870342106"
"4215","307378.76007832936","307378.76007832936","307378.76007832936"
"4217","307748.84110699716","307748.84110699716","307748.84110699716"
"4219","308600.2254441916","308600.2254441916","308600.2254441916"
"4221","307715.33321396005","307715.33321396005","307715.33321396005"
"4223","299406.1624767093","299406.1624767093","299406.1624767093"
"4225","304254.9858500068","304254.9858500068","304254.9858500068"
"4227","300850.81224698527","300850.81224698527","300850.81224698527"
"4229","305584.50188890344","305584.50188890344","305584.50188890344"
"4231","306726.04711168166","306726.04711168166","306726.04711168166"
"4233","302305.204788161","302305.204788161","302305.204788161"
"4235","309735.29293446674","309735.29293446674","309735.29293446674"
"4237","307557.790035939","307557.790035939","307557.790035939"
"4239","306153.7925317249","306153.7925317249","306153.7925317249"
"4241","311091.4093170791","311091.4093170791","311091.4093170791"
"4243","310638.75211715035","310638.75211715035","310638.75211715035"
"4245","304969.8753864094","304969.8753864094","304969.8753864094"
"4247","304845.52868574904","304845.52868574904","304845.52868574904"
"4249","309282.4175048725","309282.4175048725","309282.4175048725"
"4251","306961.4274923164","306961.4274923164","306961.4274923164"
"4253","304213.8295544771","304213.8295544771","304213.8295544771"
"4255","306444.9404675325","306444.9404675325","306444.9404675325"
"4257","306084.5634011618","306084.5634011618","306084.5634011618"
"4259","303060.5678844182","303060.5678844182","303060.5678844182"
"4261","308124.24794682267","308124.24794682267","308124.24794682267"
"4263","299049.9120922098","299049.9120922098","299049.9120922098"
"4265","301918.7253816385","301918.7253816385","301918.7253816385"
"4267","309092.56520077784","309092.56520077784","309092.56520077784"
"4269","303990.8422557381","303990.8422557381","303990.8422557381"
"4271","290687.8539234873","290687.8539234873","290687.8539234873"
"4273","305857.2576476367","305857.2576476367","305857.2576476367"
"4275","302994.0680292888","302994.0680292888","302994.0680292888"
"4277","301293.0799413662","301293.0799413662","301293.0799413662"
"4279","304669.39096495544","304669.39096495544","304669.39096495544"
"4281","307292.92665112996","307292.92665112996","307292.92665112996"
"4283","311386.5659281511","311386.5659281511","311386.5659281511"
"4285","303364.63128838135","303364.63128838135","303364.63128838135"
"4287","308082.91961259505","308082.91961259505","308082.91961259505"
"4289","307053.9111351521","307053.9111351521","307053.9111351521"
"4291","303918.8927054326","303918.8927054326","303918.8927054326"
"4293","299434.3505962624","299434.3505962624","299434.3505962624"
"4295","301594.9461744588","301594.9461744588","301594.9461744588"
"4297","302385.66541345173","302385.66541345173","302385.66541345173"
"4299","309369.6601510301","309369.6601510301","309369.6601510301"
"4301","304501.2118428424","304501.2118428424","304501.2118428424"
"4303","304885.8110758385","304885.8110758385","304885.8110758385"
"4305","310158.4896748869","310158.4896748869","310158.4896748869"
"4307","299757.8777320405","299757.8777320405","299757.8777320405"
"4309","306355.1788467055","306355.1788467055","306355.1788467055"
"4311","309896.3974659869","309896.3974659869","309896.3974659869"
"4313","307000.4146489855","307000.4146489855","307000.4146489855"
"4315","303131.9719593852","303131.9719593852","303131.9719593852"
"4317","305733.5835023357","305733.5835023357","305733.5835023357"
"4319","304146.40673779376","304146.40673779376","304146.40673779376"
"4321","310992.0144556866","310992.0144556866","310992.0144556866"
"4323","305254.62052317127","305254.62052317127","305254.62052317127"
"4325","303766.32347868645","303766.32347868645","303766.32347868645"
"4327","313090.9361772727","313090.9361772727","313090.9361772727"
"4329","304036.7848952661","304036.7848952661","304036.7848952661"
"4331","311026.55964431935","311026.55964431935","311026.55964431935"
"4333","303933.20159172855","303933.20159172855","303933.20159172855"
"4335","305903.28670217504","305903.28670217504","305903.28670217504"
"4337","298451.1563782527","298451.1563782527","298451.1563782527"
"4339","303332.7926962568","303332.7926962568","303332.7926962568"
"4341","309274.9544753076","309274.9544753076","309274.9544753076"
"4343","300586.93263934413","300586.93263934413","300586.93263934413"
"4345","306892.4076214029","306892.4076214029","306892.4076214029"
"4347","306727.5288342435","306727.5288342435","306727.5288342435"
"4349","299378.9953148664","299378.9953148664","299378.9953148664"
"4351","302511.91719474056","302511.91719474056","302511.91719474056"
"4353","302180.3144422","302180.3144422","302180.3144422"
"4355","303127.8654343152","303127.8654343152","303127.8654343152"
"4357","309099.09389691515","309099.09389691515","309099.09389691515"
"4359","295543.9874909338","295543.9874909338","295543.9874909338"
"4361","305893.0683639903","305893.0683639903","305893.0683639903"
"4363","304747.06559662346","304747.06559662346","304747.06559662346"
"4365","304348.16984495404","304348.16984495404","304348.16984495404"
"4367","304787.9827790613","304787.9827790613","304787.9827790613"
"4369","308581.18108184123","308581.18108184123","308581.18108184123"
"4371","308873.28586967295","308873.28586967295","308873.28586967295"
"4373","313820.2399429178","313820.2399429178","313820.2399429178"
"4375","307167.19602892327","307167.19602892327","307167.19602892327"
"4377","311816.9237935213","311816.9237935213","311816.9237935213"
"4379","308081.300220261","308081.300220261","308081.300220261"
"4381","305932.26943617046","305932.26943617046","305932.26943617046"
"4383","307400.9383436751","307400.9383436751","307400.9383436751"
"4385","309308.2819710116","309308.2819710116","309308.2819710116"
"4387","304105.6229623486","304105.6229623486","304105.6229623486"
"4389","311330.5562923625","311330.5562923625","311330.5562923625"
"4391","303652.9012861538","303652.9012861538","303652.9012861538"
"4393","298765.3158608115","298765.3158608115","298765.3158608115"
"4395","305874.82314255723","305874.82314255723","305874.82314255723"
"4397","307191.1848775212","307191.1848775212","307191.1848775212"
"4399","307279.8856758754","307279.8856758754","307279.8856758754"
"4401","305080.3970435993","305080.3970435993","305080.3970435993"
"4403","305128.9487986258","305128.9487986258","305128.9487986258"
"4405","305383.9798310852","305383.9798310852","305383.9798310852"
