TS-DDR,TS-LDR,SDDP-DCLL
38.958495018736116,17.130585473843684,27.874693324526913
79.57195679283215,45.68439084172373,56.71467250787193
110.55874084691052,70.93824472798421,88.06062850522831
141.8267345086011,86.43965837214422,115.12645836187994
165.5759268543863,98.08518640650003,142.6344581862854
189.6358481580032,128.07469716843963,169.4129801445691
217.54689887599085,160.93381738667807,186.94443457555718
240.19368066440876,178.7422985584664,203.89754858517156
260.2737700877564,187.2905433325719,220.48934110850604
276.9236454489721,211.68981468123792,234.95426165012623
292.61247994840903,230.41964676845515,251.8077758940849
307.48590169050277,260.99123181586754,266.6540086179669
321.52328341440153,280.3779622297759,280.75619401845177
327.1173921706853,304.8928676382792,287.3423698618699
323.05918119227397,312.9061680235575,284.1681465535943
317.4664549593109,315.6690801996624,283.7719411519089
309.35517544113753,311.09393582910207,275.834584387439
300.0750637727323,305.45492216298584,266.0494109902844
289.03651583859147,292.6583655037422,265.31452510495876
275.07303450242244,290.08485595443545,253.38069767898887
261.8427066958466,277.13451859712904,248.94323317814306
248.86239349799212,265.88093479540953,236.42853990629496
235.46635395266176,254.76779820829188,229.52347770735145
220.78667923080667,240.64771533562885,222.2582720201533
204.9770602732612,223.02259073281593,207.04530521958108
191.6544460489402,212.02661423274566,193.42173975183667
177.29733439437422,199.37066138511904,184.4697108979918
162.21999811791144,179.43792518158358,175.45696402427058
148.6105367318184,165.32604909736332,163.81669153258977
135.5938770045921,155.73668652792986,159.1103911753594
120.0893483818111,147.3513765470368,151.0881137276778
105.91749943004193,128.92533364780613,141.48785700926615
91.65345611071938,114.29581063871674,130.1760616251962
79.47307091611815,102.04591909823968,122.92253512328007
67.33722797579078,92.8476061711399,113.38185929200922
55.23855010913335,77.7890370109465,103.07791918909045
45.83741441672373,62.691907685719265,92.2945434637947
38.61412205422517,54.00765586365262,85.4210912848469
31.63056162802122,47.37364668023581,83.36485816864356
21.32417685458367,34.889093081302484,72.50285462025153
14.266860562079515,27.5050457739738,64.27252525392315
11.45014901187418,23.167821143333953,61.25712310698867
10.232698030361556,24.09993888275193,60.46255602646365
9.04400721387735,19.823169460942125,56.307393838050096
7.613186068236918,20.95118436567993,49.164102745380504
7.829756312889151,15.939152696162262,44.69635911315326
7.1865005788796905,17.570143022795488,46.25974831948863
1.9599019083672864,14.45474645304031,42.883165751467686
13.431509106880418,40.40161662052895,60.61198563088284
23.025212643751342,67.19955087233191,86.08063166181535
34.0222944315804,101.09639573209235,106.53770001025177
41.995635921446784,118.9519358249189,125.12042854653373
58.669755259091616,146.10117589528755,151.38086726797366
75.29623867317059,170.60560491640814,174.83057441976348
96.10877630265247,200.53908427604537,197.78165603383025
116.2190069766931,216.34332771877015,218.54796893824428
139.4484199486382,244.43656652346516,242.78684354616058
158.8471503567775,267.3498238132938,259.7799919905168
179.98838589582726,287.3438070499536,275.40286780038934
196.55905346202454,297.93249616214615,287.4508625545051
214.62067264782303,315.3425282292789,302.7312274552182
223.6774064748447,323.78135556271855,309.85533790070923
227.8192596423052,329.2334940914427,309.9199757698897
227.1613515925031,325.5858820006127,301.8388353736157
224.06850690144537,326.8279502879563,295.0647765143938
219.95259678249994,309.50772333524367,291.1562282654021
215.7658416669313,305.08246698241754,283.87090566300384
207.03917682436037,291.53844138895437,277.0790023106266
196.76136783649176,281.34935079081947,268.8973427593418
188.00297625726654,272.2211159425081,259.36430780045987
177.78215818907478,255.11032797070393,250.45075682149917
167.2597892825757,246.0806480978211,238.53471329948312
156.02384176333638,229.61273665893842,223.78318595584696
144.0618046423668,218.89110733760972,212.5310121430707
132.07125295513026,198.3253528999702,198.65365901615957
120.64167003968433,183.87051802712685,184.63471199501183
111.99816111911787,170.71196626313184,170.5199786025954
103.35746609518817,155.30198600158013,158.9421934517964
93.68434659871168,143.80608477524197,146.18355913278452
83.1870979723749,129.1813200865881,132.89987149224856
74.63930560134624,114.29354783389779,118.93468189644855
66.77405304017188,98.09595063124705,107.44226422139188
59.33920637989013,79.98619441923441,96.34015346909277
51.629009392635986,74.08293877084728,78.9814824778216
46.238066897370494,64.30323409122255,67.39101880851085
43.052346829568236,49.19462719196427,57.38811690562784
41.02708134922135,42.02238723698468,47.618877050336074
34.950504624252645,33.629109724010284,33.53636726930454
31.56968840198332,21.317193842664192,24.389496795049983
29.821494545957542,19.20446609070339,19.42424196164047
29.291420152563443,18.20020914865798,17.94161422026617
25.640764538837267,15.612462672853287,13.298067090794396
22.21815606029822,10.37035864672095,8.586838703223071
20.348368009477216,4.891566681276742,7.764704835657223
14.426641928607959,4.352589131753303,7.74535885717992
1.7942628156016251,0.0,5.987261568084981
